"","ID","TYPE","WDPAID","WDPA_PID","PA_DEF","NAME","ORIG_NAME","GOV_TYPE","MANG_AUTH","STATUS","STATUS_YR","REP_M_AREA","GIS_M_AREA","REP_AREA","GIS_AREA","DESIG_TYPE","IUCN_CAT","DESIG_ENG","INT_CRIT","MARINE","NO_TAKE","NO_TK_AREA","OWN_TYPE","SUB_LOC","PARENT_ISO3","ISO3","collab_gov","transboundary","private","nonprofit","local","indigenous","sub_national","federal","missing","gov_clean"
"158",55025,"Polygon",555587166,"555587166",1,"Fracciones 50 y 51 del Lote Fiscal 3","Fracciones 50 y 51 del Lote Fiscal 3","Sub-national ministry or agency","Not Reported","Designated",2002,0,0,78.81,76.57997704,"National","Reserva Natural de Uso Múltiple","Multiple Use Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-A","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"159",54951,"Polygon",555587129,"555587129",1,"Fuerte Esperanza","Fuerte Esperanza","Sub-national ministry or agency","Not Reported","Designated",2000,0,0,282.2,105.3634329,"National","Parque Provincial","Provincial Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-H","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"160",55050,"Polygon",555626118,"555626118",1,"Garrapata","Garrapata","Private Landowners","Not Reported","Designated",2015,0,0,48.11,43.71549199,"National","Reserva Natural Privada","Private Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-A","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"164",55082,"Polygon",555542775,"555542775",1,"Glaciar Vinciguerra y Turberas Asociadas","Glaciar Vinciguerra y Turberas Asociadas","Collaborative governance","Not Reported","Designated",2009,0,0,27.6,27.53167824,"International","Sitio Ramsar, Humedal de Importancia Internacional","Ramsar Site, Wetland of International Importance","(i)(ii)",0,"Not Applicable",0,"Not Reported","AR-V","ARG","ARG",1,0,0,0,0,0,0,0,0,"collaborative"
"167",54857,"Polygon",555587068,"555587068",1,"Grupo de la Isla","Grupo de la Isla","Sub-national ministry or agency","Not Reported","Designated",2005,0,0,0.15,0.1723129911,"National","Parque Provincial","Provincial Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"168",54858,"Polygon",555587069,"555587069",1,"Guaramboca","Guaramboca","Sub-national ministry or agency","Not Reported","Designated",2006,0,0,20.84,21.78014974,"National","Parque Provincial","Provincial Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"170",54825,"Polygon",97538,"97538",1,"Guardaparque Horacio Foerster","Guardaparque Horacio Foerster","Sub-national ministry or agency","Not Reported","Designated",1992,0,0,49.8,41.81158586,"National","Parque Provincial","Provincial Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"171",54775,"Polygon",555587100,"555587100",1,"Guardia del Juncal","Guardia del Juncal","Local communities","Not Reported","Designated",2006,0,0,1.29,1.307277945,"National","Reserva Natural","Municipal Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-B","ARG","ARG",0,0,0,0,1,0,0,0,0,"local"
"173",54978,"Polygon",555558350,"555558350",1,"Humedal Caleta Olivia","Humedal Caleta Olivia","Sub-national ministry or agency","Not Reported","Designated",2000,0,2.074634767,3.1,2.736177929,"National","Reserva Provincial","Provincial Reserve","Not Applicable",1,"Not Reported",0,"Not Reported","AR-Z","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"180",61168,"Polygon",555635835,"555635835_D",1,"Iberá - Núcleo Carambola","Iberá - Núcleo Carambola","Federal or national ministry or agency","Administración de Parques Nacionales","Designated",2018,0,0,103,103.5008007,"National","Parque Nacional","National Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-W","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"181",61194,"Polygon",555635836,"555635836_B",1,"Iberá - Núcleo Carambola","Iberá - Núcleo Carambola","Federal or national ministry or agency","Administración de Parques Nacionales","Designated",2018,0,0,77,75.41342025,"National","Reserva Nacional","National Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-W","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"183",61162,"Polygon",555635836,"555635836_A",1,"Iberá - Rincón del Socorro/Iberá","Iberá - Rincón del Socorro/Iberá","Federal or national ministry or agency","Administración de Parques Nacionales","Designated",2018,0,0,160,160.5806976,"National","Reserva Nacional","National Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-W","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"184",61198,"Polygon",555635835,"555635835_B",1,"Iberá - Rincón del Socorro/Iberá","Iberá - Rincón del Socorro/Iberá","Federal or national ministry or agency","Administración de Parques Nacionales","Designated",2018,0,0,145,150.3644634,"National","Parque Nacional","National Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-W","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"188",55036,"Polygon",555587064,"555587064",1,"Ing. Barney","Ing. Barney","Private Landowners","Not Reported","Designated",2000,0,0,0.5,0.502293733,"National","Reserva Privada","Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"189",53164,"Polygon",555587059,"555587059",1,"Ingeniero Agrónomo Roberto Cametti","Ingeniero Agrónomo Roberto Cametti","Sub-national ministry or agency","Not Reported","Designated",2001,0,0,1.36,1.30809058,"National","Parque Provincial","Provincial Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"190",55048,"Polygon",555626116,"555626116",1,"Inversora Juramento","Inversora Juramento","Private Landowners","Not Reported","Designated",2015,0,0,140.89,126.93535,"National","Reserva Privada","Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-A","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"195",54971,"Polygon",555558353,"555558353",1,"Isla Cormorán y Banco de Justicia","Isla Cormorán y Banco de Justicia","Sub-national ministry or agency","Not Reported","Designated",1990,0,7.621902416,2.85,8.238798558,"National","Área de Uso Limitado Bajo Protección Especial","Limited Use Area Under Special Protection","Not Applicable",2,"Not Reported",0,"Not Reported","AR-Z","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"199",53803,"Polygon",555587161,"555587161",1,"Isla Del Cerrito","Isla Del Cerrito","Sub-national ministry or agency","Not Reported","Designated",2004,0,0,116.4,109.545843,"National","Parque Provincial","Provincial Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-H","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"202",61225,"Polygon",555624153,"555624153",1,"Isla El Tala","Isla El Tala","Federal or national ministry or agency","Fuerza Áerea Argentina","Designated",2012,0,0,12,69.53785683,"National","Reserva Natural de la Defensa","Nature Reserve of Defense","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-S","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"203",55039,"Polygon",300049,"300049",1,"Isla Leones","Isla Leones","Sub-national ministry or agency","Not Reported","Designated",1991,0,11.72460212,11.5,11.72460212,"National","Área de Uso Limitado Bajo Protección Especial","Limited Use Area Under Special Protection","Not Applicable",2,"Not Reported",0,"Not Reported","AR-Z","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"204",55066,"Polygon",20194,"20194",1,"Isla Martin Garcia","Isla Martin Garcia","Sub-national ministry or agency","Not Reported","Designated",1969,0,0.0348137447,1.9,1.939919824,"National","Reserva Natural de Uso Múltiple","Multiple Use Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-B","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"205",55038,"Polygon",555587141,"555587141",1,"Isla Monte Leon","Isla Monte Leon","Private Landowners","Not Reported","Designated",1986,0,0.4861788919,4,4.912503377,"National","Reserva Provincial","Provincial Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-Z","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"206",54849,"Polygon",555587063,"555587063",1,"Isla Palacios","Isla Palacios","Sub-national ministry or agency","Not Reported","Designated",1996,0,0,1.6761,1.683040705,"National","Monumento Natural","Nature Monument","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"208",54973,"Polygon",300054,"300054",1,"Isla Pinguinos","Isla Pinguinos","Sub-national ministry or agency","Not Reported","Designated",1992,0,6.845126653,9.3,9.298984723,"National","Reserva Provincial","Provincial Reserve","Not Applicable",1,"Not Reported",0,"Not Reported","AR-Z","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"209",54924,"Polygon",555587137,"555587137",1,"Isla Solitaria","Isla Solitaria","Sub-national ministry or agency","Not Reported","Designated",2001,0,0,15,68.82089923,"National","Área de Uso Limitado Bajo Protección Especial","Limited Use Area Under Special Protection","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-Z","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"211",61179,"Polygon",555577542,"555577542",1,"Islas de Santa Fé","Islas de Santa Fé","Federal or national ministry or agency","Administración de Parques Nacionales","Designated",2010,0,0,40.96,35.31192716,"National","Parque Nacional","National Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-S","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"215",55027,"Polygon",555558366,"555558366",1,"Islote de la Gaviota Cangrejera","Islote de la Gaviota Cangrejera","Sub-national ministry or agency","Not Reported","Designated",2011,0,0.2452511831,0.81,2.928979215,"National","Reserva Natural Integral","Integral Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-B","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"216",54878,"Polygon",555587082,"555587082",1,"Islote Muicipal Curupi","Islote Muicipal Curupi","Collaborative governance","Not Reported","Designated",1995,0,0,0.15,0.165798705,"National","Reserva Municipal","Municipal Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-E","ARG","ARG",1,0,0,0,0,0,0,0,0,"collaborative"
"218",54840,"Polygon",32497,"32497",1,"Itacuarahy","Itacuarahy","Private Landowners","Not Reported","Designated",1989,0,0,2.5,2.446178471,"National","Refugio Privado","Private Refuge","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"220",55037,"Polygon",555587062,"555587062",1,"Julian Freaza","Julian Freaza","Private Landowners","Not Reported","Designated",2003,0,0,6.4153,6.25325752,"National","Reserva Privada","Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"221",54870,"Polygon",300057,"300057",1,"La Angostura","La Angostura","Sub-national ministry or agency","Not Reported","Designated",1996,0,0,9.182,16.78463503,"National","Reserva Natural Estricta","Strict Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-T","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"222",54887,"Polygon",555587099,"555587099",1,"La Aurora del Palmar","La Aurora del Palmar","Private Landowners","Not Reported","Designated",1998,0,0,11.39,21.29736173,"National","Refugio Privado de Vida Silvestre","Private Wildlife Refuge","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-E","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"223",61226,"Polygon",555624155,"555624155",1,"La Calera","La Calera","Federal or national ministry or agency","Ejercito Argentino","Designated",2009,0,0,113.77,136.6453251,"National","Reserva Natural de la Defensa","Nature Reserve of Defense","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-X","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"224",54021,"Polygon",555587079,"555587079",1,"La Ciénaga","La Ciénaga","Sub-national ministry or agency","Not Reported","Designated",2005,0,0,96,140.128803,"National","Área Natural Protegida","Protected Nature Area","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-J","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"228",55014,"Polygon",16855,"16855",1,"La Humada","La Humada","Sub-national ministry or agency","Not Reported","Designated",1974,0,0,50,60.62232614,"National","Reserva Natural","Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-L","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"230",52954,"Polygon",555626125,"555626125",1,"La Loca","La Loca","Sub-national ministry or agency","Not Reported","Designated",1969,0,0,21.69,21.83233496,"National","Reserva Natural","Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-S","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"233",54851,"Polygon",555587066,"555587066",1,"La Ponderosa","La Ponderosa","Private Landowners","Not Reported","Designated",2004,0,0,1.99,1.996643016,"National","Reserva Privada","Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"234",54944,"Polygon",21232,"21232",1,"La Quebrada","La Quebrada","Sub-national ministry or agency","Not Reported","Designated",1987,0,0,42,42.31786822,"National","Reserva Hídrica Natural","Nature Water Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-X","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"235",54934,"Polygon",19606,"19606",1,"La Reforma","La Reforma","Sub-national ministry or agency","Not Reported","Designated",1974,0,0,50,83.07137218,"National","Reserva Natural","Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-L","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"236",54908,"Polygon",300059,"300059",1,"Lago Baggilt","Lago Baggilt","Sub-national ministry or agency","Not Reported","Designated",1996,0,0,15,17.66125993,"National","Área Natural Protegida","Protected Nature Area","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-U","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"238",54918,"Polygon",300031,"300031",1,"Lago Epuyén","Lago Epuyén","Sub-national ministry or agency","Not Reported","Designated",2003,0,0,200,189.2830903,"National","Reserva Forestal","Forest Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-U","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"242",55045,"Polygon",166785,"166785",1,"Lago Urugua-i","Lago Urugua-i","Sub-national ministry or agency","Not Reported","Designated",1996,0,0,80,120.6429268,"National","Paisaje Protegido","Protected Landscape","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"243",54965,"Polygon",20198,"20198",1,"Laguna Aleusco","Laguna Aleusco","Sub-national ministry or agency","Not Reported","Designated",1983,0,0,12,10.1629973,"National","Reserva Natural Turística","Tourist Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-U","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"244",52845,"Polygon",555587140,"555587140",1,"Laguna Azul","Laguna Azul","Sub-national ministry or agency","Not Reported","Designated",2005,0,0,0.6,13.01341259,"National","Reserva Provincial","Provincial Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-Z","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"250",55065,"Polygon",555636419,"555636419",1,"Laguna Brava","Laguna Brava","Sub-national ministry or agency","Not Reported","Designated",2012,0,0,2.08,0.8011334338,"National","Reserva Natural Provincial","Provincial Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-W","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"256",55089,"Polygon",16894,"16894_A",1,"Laguna de los Pozuelos - Zona núcleo","Laguna de los Pozuelos - Zona núcleo","Federal or national ministry or agency","Not Reported","Designated",1990,0,0,3640,136.2430089,"International","Reserva de la Biosfera","UNESCO-MAB Biosphere Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-Y","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"259",54935,"Polygon",300064,"300064",1,"Laguna Guatrache","Laguna Guatrache","Sub-national ministry or agency","Not Reported","Designated",1991,0,0,85,54.71209384,"National","Reserva Natural","Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-L","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"260",54992,"Polygon",19634,"19634",1,"Laguna Hu","Laguna Hu","Sub-national ministry or agency","Not Reported","Designated",1970,0,0,18,14.36871835,"National","Reserva de Caza","Hunting Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-P","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"261",54936,"Polygon",21220,"21220",1,"Laguna La Felipa","Laguna La Felipa","Sub-national ministry or agency","Not Reported","Designated",1986,0,0,13.07,12.79553618,"National","Reserva Natural de Fauna","Nature Fauna Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-X","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"262",54998,"Polygon",555587151,"555587151",1,"Laguna La Salina","Laguna La Salina","Sub-national ministry or agency","Not Reported","Designated",1999,0,0,35,36.95758254,"National","Reserva Natural","Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-M","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"263",54925,"Polygon",300065,"300065",1,"Laguna Leandro","Laguna Leandro","Sub-national ministry or agency","Not Reported","Designated",1985,0,0,2.9,3.537878974,"National","Monumento Natural","Nature Monument","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-Y","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"264",54921,"Polygon",555587113,"555587113",1,"Laguna Negra","Laguna Negra","Sub-national ministry or agency","Not Reported","Designated",2003,0,0,13.4,13.35124368,"National","Reserva Provincial de Uso Múltiple","Multiple Use Provincial Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-V","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
